Year,Country/State,Administrative district,Sex,Population ('000)
2019,Sabah,Sipitang,Male,23.1
2019,Sabah,Tambunan,Female,21.5
2019,Sabah,Tambunan,Male,21.9
2019,Sabah,Tawau,Female,246.2
2019,Sabah,Tawau,Male,267.8
2019,Sabah,Tenom,Female,33.1
2019,Sabah,Tenom,Male,35.7
2019,Sabah,Tongod,Female,19.8
2019,Sabah,Tongod,Male,24.5
2019,Sabah,Tuaran,Female,62.6
2019,Sabah,Tuaran,Male,65.5
2019,Sarawak,Asajaya,Female,18.2
2019,Sarawak,Asajaya,Male,19.1
2019,Sarawak,Bau,Female,29.5
2019,Sarawak,Bau,Male,31.9
2019,Sarawak,Belaga,Female,17.8
2019,Sarawak,Belaga,Male,26.1
2019,Sarawak,Betong,Female,35.9
2019,Sarawak,Betong,Male,36.6
2019,Sarawak,Bintulu,Female,101.1
2019,Sarawak,Bintulu,Male,125.3
2019,Sarawak,Dalat,Female,11.6
2019,Sarawak,Dalat,Male,11.3
2019,Sarawak,Daro,Female,17.1
2019,Sarawak,Daro,Male,20.2
2019,Sarawak,Julau,Female,9.2
2019,Sarawak,Julau,Male,9.2
2019,Sarawak,Kanowit,Female,17
2019,Sarawak,Kanowit,Male,16.8
2019,Sarawak,Kapit,Female,32.6
2019,Sarawak,Kapit,Male,32.2
2019,Sarawak,Kuching,Female,345.2
2019,Sarawak,Kuching,Male,357.5
2019,Sarawak,Lawas,Female,21.4
2019,Sarawak,Lawas,Male,24
2019,Sarawak,Limbang,Female,27.4
2019,Sarawak,Limbang,Male,28.7
2019,Sarawak,Lubok Antu,Female,16.3
2019,Sarawak,Lubok Antu,Male,16.4
2019,Sarawak,Lundu,Female,18.3
2019,Sarawak,Lundu,Male,20.4
2019,Sarawak,Marudi,Female,35.7
2019,Sarawak,Marudi,Male,40.1
2019,Sarawak,Matu,Female,10.1
2019,Sarawak,Matu,Male,10.9
2019,Sarawak,Maradong,Female,17.3
2019,Sarawak,Maradong,Male,17
2019,Sarawak,Miri,Female,161.7
2019,Sarawak,Miri,Male,190.6
2019,Sarawak,Mukah,Female,22.7
2019,Sarawak,Mukah,Male,28.8
2019,Sarawak,Pakan,Female,8.7
2019,Sarawak,Pakan,Male,9.5
2019,Sarawak,Samarahan,Female,50.8
2019,Sarawak,Samarahan,Male,50.5
2019,Sarawak,Saratok,Female,26.7
2019,Sarawak,Saratok,Male,26.9
2019,Sarawak,Sarikei,Female,32.7
2019,Sarawak,Sarikei,Male,33.8
2019,Sarawak,Selangau,Female,13.1
2019,Sarawak,Selangau,Male,13.9
2019,Sarawak,Serian,Female,51
2019,Sarawak,Serian,Male,53.5
2019,Sarawak,Sibu,Female,136.9
2019,Sarawak,Sibu,Male,147.7
2019,Sarawak,Simunjan,Female,22.2
2019,Sarawak,Simunjan,Male,24
2019,Sarawak,Song,Female,11.9
2019,Sarawak,Song,Male,12.3
2019,Sarawak,Sri Aman,Female,37.8
2019,Sarawak,Sri Aman,Male,39.4
2019,Sarawak,Tatau,Female,16.7
2019,Sarawak,Tatau,Male,19.8
2019,Selangor,Gombak,Female,398.2
2019,Selangor,Gombak,Male,430.6
2019,Selangor,Klang,Female,479.8
2019,Selangor,Klang,Male,561.1
2019,Selangor,Kuala Langat,Female,129.7
2019,Selangor,Kuala Langat,Male,145
2019,Selangor,Kuala Selangor,Female,123.5
2019,Selangor,Kuala Selangor,Male,132.1
2019,Selangor,Petaling,Female,1057.7
2019,Selangor,Petaling,Male,1133
2019,Selangor,Sabak Bernam,Female,63
2019,Selangor,Sabak Bernam,Male,65.3
2019,Selangor,Sepang,Female,118.6
2019,Selangor,Sepang,Male,142.7
2019,Selangor,Ulu Langat,Female,665.4
2019,Selangor,Ulu Langat,Male,726.6
2019,Selangor,Ulu Selangor,Female,115.6
2019,Selangor,Ulu Selangor,Male,126.1
2019,Terengganu,Besut,Female,84.8
2019,Terengganu,Besut,Male,87.6
2019,Terengganu,Dungun,Female,91.9
2019,Terengganu,Dungun,Male,97.7
2019,Terengganu,Hulu Terengganu,Female,42.7
2019,Terengganu,Hulu Terengganu,Male,46.3
2019,Terengganu,Kemaman,Female,99.8
2019,Terengganu,Kemaman,Male,112.3
2019,Terengganu,Kuala Nerus,Female,77.7
2019,Terengganu,Kuala Nerus,Male,77.2
2019,Terengganu,Kuala Terengganu,Female,130.5
2019,Terengganu,Kuala Terengganu,Male,133.1
2019,Terengganu,Marang,Female,57.7
2019,Terengganu,Marang,Male,61.7
2019,Terengganu,Setiu,Female,33.6
2019,Terengganu,Setiu,Male,35
2019,W.P. Kuala Lumpur,,Female,913.8
2019,W.P. Kuala Lumpur,,Male,982
2019,W.P. Labuan,,Female,49.4
2019,W.P. Labuan,,Male,52.3
2019,W.P. Putrajaya,,Female,49.5
2019,W.P. Putrajaya,,Male,43.6
2020,Malaysia,,Female,16246.6
2020,Malaysia,,Male,17535.8
2020,Johor,Batu pahat,Female,237
2020,Johor,Batu pahat,Male,251.9
2020,Johor,Johor Bahru,Female,755.8
2020,Johor,Johor Bahru,Male,865.6
2020,Johor,Kluang,Female,154.8
2020,Johor,Kluang,Male,196.9
2020,Johor,Kota tinggi,Female,109.7
2020,Johor,Kota tinggi,Male,121.6
2020,Johor,Kulai,Female,136
2020,Johor,Kulai,Male,158.8
2020,Johor,Mersing,Female,39.7
2020,Johor,Mersing,Male,45.4
2020,Johor,Muar,Female,137
2020,Johor,Muar,Male,151.9
2020,Johor,Pontian,Female,87
2020,Johor,Pontian,Male,96.1
2020,Johor,Segamat,Female,109
2020,Johor,Segamat,Male,112.7
2020,Johor,Tangkak,Female,77
2020,Johor,Tangkak,Male,82.7
2020,Kedah,Baling,Female,78.6
2020,Kedah,Baling,Male,80
2020,Kedah,Bandar Baharu,Female,24.4
2020,Kedah,Bandar Baharu,Male,24.9
2020,Kedah,Kota Setar,Female,211.4
2020,Kedah,Kota Setar,Male,211.9
2020,Kedah,Kuala Muda,Female,258.8
2020,Kedah,Kuala Muda,Male,269.1
2020,Kedah,Kubang Pasu,Female,131.8
2020,Kedah,Kubang Pasu,Male,126
2020,Kedah,Kulim,Female,158.3
2020,Kedah,Kulim,Male,175.7
2020,Kedah,Langkawi,Female,53.2
2020,Kedah,Langkawi,Male,59.9
2020,Kedah,Padang Terap,Female,36.3
2020,Kedah,Padang Terap,Male,37.8
2020,Kedah,Pendang,Female,55.5
2020,Kedah,Pendang,Male,56.1
2020,Kedah,Pokok Sena,Female,27.4
2020,Kedah,Pokok Sena,Male,30.9
2020,Kedah,Sik,Female,38.3
2020,Kedah,Sik,Male,41.1
2020,Kedah,Yan,Female,40.1
2020,Kedah,Yan,Male,39.9
2020,Kelantan,Bachok,Female,84.2
2020,Kelantan,Bachok,Male,84.9
2020,Kelantan,Gua Musang,Female,53.7
2020,Kelantan,Gua Musang,Male,65
2020,Kelantan,Jeli,Female,25.3
2020,Kelantan,Jeli,Male,27.7
2020,Kelantan,Kota Bharu,Female,310
2020,Kelantan,Kota Bharu,Male,310.4
2020,Kelantan,Kuala Krai,Female,67.8
2020,Kelantan,Kuala Krai,Male,72.7
2020,Kelantan,Machang,Female,59.4
2020,Kelantan,Machang,Male,58.8
2020,Kelantan,Pasir Mas,Female,119.5
2020,Kelantan,Pasir Mas,Male,121.7
2020,Kelantan,Pasir Puteh,Female,74.1
2020,Kelantan,Pasir Puteh,Male,74.8
2020,Kelantan,Tanah Merah,Female,75.9
2020,Kelantan,Tanah Merah,Male,79.2
2020,Kelantan,Tumpat,Female,96.6
2020,Kelantan,Tumpat,Male,98
2020,Melaka,Alor Gajah,Female,106.1
2020,Melaka,Alor Gajah,Male,109
2020,Melaka,Jasin,Female,77.6
2020,Melaka,Jasin,Male,81.2
2020,Melaka,Melaka Tengah,Female,288.6
2020,Melaka,Melaka Tengah,Male,298
2020,Negeri Sembilan,Jelebu,Female,21.3
2020,Negeri Sembilan,Jelebu,Male,24.4
2020,Negeri Sembilan,Jempol,Female,63.4
2020,Negeri Sembilan,Jempol,Male,69.8
2020,Negeri Sembilan,Kuala Pilah,Female,37.9
2020,Negeri Sembilan,Kuala Pilah,Male,37.3
2020,Negeri Sembilan,Port Dickson,Female,61.9
2020,Negeri Sembilan,Port Dickson,Male,69.8
2020,Negeri Sembilan,Rembau,Female,24
2020,Negeri Sembilan,Rembau,Male,25.4
2020,Negeri Sembilan,Seremban,Female,303
2020,Negeri Sembilan,Seremban,Male,328
2020,Negeri Sembilan,Tampin,Female,45.4
2020,Negeri Sembilan,Tampin,Male,51.1
2020,Pahang,Bentong,Female,62.6
2020,Pahang,Bentong,Male,74.3
2020,Pahang,Bera,Female,50.5
2020,Pahang,Bera,Male,63
2020,Pahang,Cameron Highlands,Female,19.4
2020,Pahang,Cameron Highlands,Male,24.7
2020,Pahang,Jerantut,Female,48.9
2020,Pahang,Jerantut,Male,57.9
2020,Pahang,Kuantan,Female,255.6
2020,Pahang,Kuantan,Male,281.2
2020,Pahang,Lipis,Female,49
2020,Pahang,Lipis,Male,56.4
2020,Pahang,Maran,Female,65
2020,Pahang,Maran,Male,71.6
2020,Pahang,Pekan,Female,62
2020,Pahang,Pekan,Male,69.3
2020,Pahang,Raub,Female,52
2020,Pahang,Raub,Male,57.2
2020,Pahang,Rompin,Female,60.3
2020,Pahang,Rompin,Male,76.8
2020,Pahang,Temerloh,Female,91.4
2020,Pahang,Temerloh,Male,101.1
2020,Perak,Bagan Datuk,Female,34.6
2020,Perak,Bagan Datuk,Male,40.2
2020,Perak,Batang Padang,Female,63
2020,Perak,Batang Padang,Male,68.9
2020,Perak,Hilir Perak,Female,77.2
2020,Perak,Hilir Perak,Male,80.5
2020,Perak,Hulu Perak,Female,50.3
2020,Perak,Hulu Perak,Male,54.9
2020,Perak,Kampar,Female,54.7
2020,Perak,Kampar,Male,54.7
2020,Perak,Kerian,Female,98.8
2020,Perak,Kerian,Male,100.5
2020,Perak,Kinta,Female,420.5
2020,Perak,Kinta,Male,421.2
2020,Perak,Kuala Kangsar,Female,88.5
2020,Perak,Kuala Kangsar,Male,89.3
2020,Perak,Larut & Matang,Female,180.4
2020,Perak,Larut & Matang,Male,187.4
2020,Perak,Manjung,Female,121.9
2020,Perak,Manjung,Male,136.6
2020,Perak,Muallim,Female,34.3
2020,Perak,Muallim,Male,38.9
2020,Perak,Perak Tengah,Female,56.7
2020,Perak,Perak Tengah,Male,57.6
2020,Perlis,,Female,133
2020,Perlis,,Male,131.7
2020,Pulau Pinang,Barat Daya,Female,116.1
2020,Pulau Pinang,Barat Daya,Male,120.9
2020,Pulau Pinang,Seberang Perai Selatan,Female,96.1
2020,Pulau Pinang,Seberang Perai Selatan,Male,101.9
2020,Pulau Pinang,Seberang Perai Tengah,Female,210.2
2020,Pulau Pinang,Seberang Perai Tengah,Male,228.2
2020,Pulau Pinang,Seberang Perai Utara,Female,170.6
2020,Pulau Pinang,Seberang Perai Utara,Male,174.3
2020,Pulau Pinang,Timur Laut,Female,301
2020,Pulau Pinang,Timur Laut,Male,287.2
2020,Sabah,Beaufort,Female,41.6
2020,Sabah,Beaufort,Male,43.6
2020,Sabah,Beluran,Female,58.1
2020,Sabah,Beluran,Male,77.2
2020,Sabah,Keningau,Female,106.6
2020,Sabah,Keningau,Male,116.1
2020,Sabah,Kinabatangan,Female,85.3
2020,Sabah,Kinabatangan,Male,115.3
2020,Sabah,Kota Belud,Female,55
2020,Sabah,Kota Belud,Male,58.7
2020,Sabah,Kota Kinabalu,Female,282.5
2020,Sabah,Kota Kinabalu,Male,299.3
2020,Sabah,Kota Marudu,Female,40.2
2020,Sabah,Kota Marudu,Male,42.5
2020,Sabah,Kuala Penyu,Female,12.2
2020,Sabah,Kuala Penyu,Male,12.8
2020,Sabah,Kudat,Female,50.3
2020,Sabah,Kudat,Male,52.9
2020,Sabah,Kunak,Female,39
2020,Sabah,Kunak,Male,42.5
2020,Sabah,Lahad Datu,Female,125.8
2020,Sabah,Lahad Datu,Male,137.3
2020,Sabah,Nabawan,Female,19
2020,Sabah,Nabawan,Male,21.6
2020,Sabah,Papar,Female,81.1
2020,Sabah,Papar,Male,89.9
2020,Sabah,Penampang,Female,75.5
2020,Sabah,Penampang,Male,79.8
2020,Sabah,Pitas,Female,22.6
2020,Sabah,Pitas,Male,23.4
2020,Sabah,Putatan,Female,34.5
2020,Sabah,Putatan,Male,38.6
2020,Sabah,Ranau,Female,55.8
2020,Sabah,Ranau,Male,60
2020,Sabah,Sandakan,Female,241.1
2020,Sabah,Sandakan,Male,277.1
2020,Sabah,Semporna,Female,86.4
2020,Sabah,Semporna,Male,89.3
2020,Sabah,Sipitang,Female,22.5
2020,Sabah,Sipitang,Male,23.5
2020,Sabah,Tambunan,Female,21.8
2020,Sabah,Tambunan,Male,22.3
2020,Sabah,Tawau,Female,249.6
2020,Sabah,Tawau,Male,271.4
2020,Sabah,Tenom,Female,33.6
2020,Sabah,Tenom,Male,36.3
2020,Sabah,Tongod,Female,20.1
2020,Sabah,Tongod,Male,24.8
2020,Sabah,Tuaran,Female,63.8
2020,Sabah,Tuaran,Male,66.7
2020,Sarawak,Asajaya,Female,18.5
2020,Sarawak,Asajaya,Male,19.4
2020,Sarawak,Bau,Female,29.9
2020,Sarawak,Bau,Male,32.3
2020,Sarawak,Belaga,Female,18.1
2020,Sarawak,Belaga,Male,26.4
2020,Sarawak,Betong,Female,36.4
2020,Sarawak,Betong,Male,37.1
2020,Sarawak,Bintulu,Female,102.5
2020,Sarawak,Bintulu,Male,126.9
2020,Sarawak,Dalat,Female,11.8
2020,Sarawak,Dalat,Male,11.5
2020,Sarawak,Daro,Female,17.4
2020,Sarawak,Daro,Male,20.5
2020,Sarawak,Julau,Female,9.4
2020,Sarawak,Julau,Male,9.3
2020,Sarawak,Kanowit,Female,17.3
2020,Sarawak,Kanowit,Male,17
2020,Sarawak,Kapit,Female,33.1
2020,Sarawak,Kapit,Male,32.7
2020,Sarawak,Kuching,Female,349.7
2020,Sarawak,Kuching,Male,361.8
2020,Sarawak,Lawas,Female,21.8
2020,Sarawak,Lawas,Male,24.4
2020,Sarawak,Limbang,Female,27.8
2020,Sarawak,Limbang,Male,29.1
2020,Sarawak,Lubok Antu,Female,16.5
2020,Sarawak,Lubok Antu,Male,16.6
2020,Sarawak,Lundu,Female,18.6
2020,Sarawak,Lundu,Male,20.6
2020,Sarawak,Marudi,Female,36.2
2020,Sarawak,Marudi,Male,40.7
2020,Sarawak,Matu,Female,10.3
2020,Sarawak,Matu,Male,11.1
2020,Sarawak,Maradong,Female,17.5
2020,Sarawak,Maradong,Male,17.3
2020,Sarawak,Miri,Female,163.9
2020,Sarawak,Miri,Male,193
2020,Sarawak,Mukah,Female,23
2020,Sarawak,Mukah,Male,29.2
2020,Sarawak,Pakan,Female,8.8
2020,Sarawak,Pakan,Male,9.7
2020,Sarawak,Samarahan,Female,51.5
2020,Sarawak,Samarahan,Male,51.2
2020,Sarawak,Saratok,Female,27.1
2020,Sarawak,Saratok,Male,27.3
2020,Sarawak,Sarikei,Female,33.1
2020,Sarawak,Sarikei,Male,34.3
2020,Sarawak,Selangau,Female,13.3
2020,Sarawak,Selangau,Male,14.1
2020,Sarawak,Serian,Female,51.6
2020,Sarawak,Serian,Male,54.1
2020,Sarawak,Sibu,Female,138.6
2020,Sarawak,Sibu,Male,149.4
2020,Sarawak,Simunjan,Female,22.5
2020,Sarawak,Simunjan,Male,24.4
2020,Sarawak,Song,Female,12
2020,Sarawak,Song,Male,12.5
2020,Sarawak,Sri Aman,Female,38.3
2020,Sarawak,Sri Aman,Male,39.9
2020,Sarawak,Tatau,Female,16.9
2020,Sarawak,Tatau,Male,20
2020,Selangor,Gombak,Female,404.6
2020,Selangor,Gombak,Male,437.6
2020,Selangor,Klang,Female,486.8
2020,Selangor,Klang,Male,569.5
2020,Selangor,Kuala Langat,Female,131.7
2020,Selangor,Kuala Langat,Male,147.4
2020,Selangor,Kuala Selangor,Female,125.5
2020,Selangor,Kuala Selangor,Male,134.4
2020,Selangor,Petaling,Female,1073.3
2020,Selangor,Petaling,Male,1149.9
2020,Selangor,Sabak Bernam,Female,64.1
2020,Selangor,Sabak Bernam,Male,66.4
2020,Selangor,Sepang,Female,120.5
2020,Selangor,Sepang,Male,145.1
2020,Selangor,Ulu Langat,Female,675.5
2020,Selangor,Ulu Langat,Male,737.7
2020,Selangor,Ulu Selangor,Female,117.5
2020,Selangor,Ulu Selangor,Male,128.2
2020,Terengganu,Besut,Female,86.4
2020,Terengganu,Besut,Male,89.4
2020,Terengganu,Dungun,Female,93.7
2020,Terengganu,Dungun,Male,99.6
2020,Terengganu,Hulu Terengganu,Female,43.5
2020,Terengganu,Hulu Terengganu,Male,47.2
2020,Terengganu,Kemaman,Female,101.7
2020,Terengganu,Kemaman,Male,114.4
2020,Terengganu,Kuala Nerus,Female,79.2
2020,Terengganu,Kuala Nerus,Male,78.7
2020,Terengganu,Kuala Terengganu,Female,133
2020,Terengganu,Kuala Terengganu,Male,135.6
2020,Terengganu,Marang,Female,58.8
2020,Terengganu,Marang,Male,62.9
2020,Terengganu,Setiu,Female,34.3
2020,Terengganu,Setiu,Male,35.7
2020,W.P. Kuala Lumpur,,Female,921
2020,W.P. Kuala Lumpur,,Male,989.7
2020,W.P. Labuan,,Female,50.1
2020,W.P. Labuan,,Male,53
2020,W.P. Putrajaya,,Female,50.3
2020,W.P. Putrajaya,,Male,44.3
